ENSP00000371847.2,ENST00000382410.3,ENSG00000178591.7,DEFB125
ENSP00000439974.2,ENST00000543605.5,ENSG00000080189.16,SLC35C2
ENSP00000361304.5,ENST00000372230.10,ENSG00000080189.16,SLC35C2
ENSP00000361301.1,ENST00000372227.5,ENSG00000080189.16,SLC35C2
ENSP00000243896.2,ENST00000243896.6,ENSG00000080189.16,SLC35C2
ENSP00000318960.9,ENST00000317734.12,ENSG00000080189.16,SLC35C2
ENSP00000397142.1,ENST00000420518.5,ENSG00000080189.16,SLC35C2
ENSP00000415736.1,ENST00000424568.1,ENSG00000080189.16,SLC35C2
ENSP00000431972.1,ENST00000467800.5,ENSG00000062598.19,ELMO2
ENSP00000361249.1,ENST00000372176.5,ENSG00000062598.19,ELMO2
ENSP00000290246.6,ENST00000290246.11,ENSG00000062598.19,ELMO2
ENSP00000414329.1,ENST00000452857.5,ENSG00000062598.19,ELMO2
ENSP00000379673.1,ENST00000396391.5,ENSG00000062598.19,ELMO2
ENSP00000326172.4,ENST00000352077.6,ENSG00000062598.19,ELMO2
ENSP00000388962.1,ENST00000425546.5,ENSG00000062598.19,ELMO2
ENSP00000416181.1,ENST00000450812.5,ENSG00000062598.19,ELMO2
ENSP00000484362.1,ENST00000615481.4,ENSG00000198185.13,ZNF334
ENSP00000510334.1,ENST00000692313.1,ENSG00000198185.13,ZNF334
ENSP00000255129.5,ENST00000347606.8,ENSG00000198185.13,ZNF334
ENSP00000402582.1,ENST00000457685.6,ENSG00000198185.13,ZNF334
ENSP00000473194.1,ENST00000593880.1,ENSG00000198185.13,ZNF334
ENSP00000485779.1,ENST00000625284.2,ENSG00000198185.13,ZNF334
ENSP00000473164.1,ENST00000596323.1,ENSG00000198185.13,ZNF334
ENSP00000279028.2,ENST00000279028.3,ENSG00000149635.3,OCSTAMP
ENSP00000290317.5,ENST00000290317.9,ENSG00000158296.14,SLC13A3
ENSP00000279027.4,ENST00000279027.9,ENSG00000158296.14,SLC13A3
ENSP00000420177.1,ENST00000472148.5,ENSG00000158296.14,SLC13A3
ENSP00000415852.2,ENST00000413164.6,ENSG00000158296.14,SLC13A3
ENSP00000419621.1,ENST00000495082.5,ENSG00000158296.14,SLC13A3
ENSP00000417784.1,ENST00000468915.5,ENSG00000158296.14,SLC13A3
ENSP00000394217.1,ENST00000450298.5,ENSG00000158296.14,SLC13A3
ENSP00000395095.1,ENST00000420568.5,ENSG00000158296.14,SLC13A3
ENSP00000361193.2,ENST00000372121.5,ENSG00000158296.14,SLC13A3
ENSP00000397955.2,ENST00000417157.2,ENSG00000158296.14,SLC13A3
ENSP00000361186.3,ENST00000372114.4,ENSG00000172315.6,TP53RK
ENSP00000361174.3,ENST00000372102.3,ENSG00000172315.6,TP53RK
ENSP00000352216.2,ENST00000359271.4,ENSG00000197496.7,SLC2A10
ENSP00000478679.1,ENST00000486000.2,ENSG00000197496.7,SLC2A10
ENSP00000349986.3,ENST00000357410.7,ENSG00000064655.21,EYA2
ENSP00000483392.1,ENST00000611592.4,ENSG00000064655.21,EYA2
ENSP00000333640.5,ENST00000327619.10,ENSG00000064655.21,EYA2
ENSP00000321590.6,ENST00000317304.10,ENSG00000064655.21,EYA2
ENSP00000395427.1,ENST00000458636.2,ENSG00000064655.21,EYA2
ENSP00000312237.7,ENST00000311275.11,ENSG00000101040.21,ZMYND8
ENSP00000439800.1,ENST00000536340.5,ENSG00000101040.21,ZMYND8
ENSP00000420095.2,ENST00000471951.7,ENSG00000101040.21,ZMYND8
ENSP00000354166.3,ENST00000360911.7,ENSG00000101040.21,ZMYND8
ENSP00000348246.4,ENST00000355972.8,ENSG00000101040.21,ZMYND8
ENSP00000361093.5,ENST00000372023.7,ENSG00000101040.21,ZMYND8
ENSP00000379577.4,ENST00000396281.8,ENSG00000101040.21,ZMYND8
ENSP00000396725.3,ENST00000446994.6,ENSG00000101040.21,ZMYND8
ENSP00000482048.1,ENST00000611941.4,ENSG00000101040.21,ZMYND8
ENSP00000479197.1,ENST00000619049.4,ENSG00000101040.21,ZMYND8
ENSP00000392964.2,ENST00000458360.6,ENSG00000101040.21,ZMYND8
ENSP00000418495.2,ENST00000467200.6,ENSG00000101040.21,ZMYND8
ENSP00000262975.4,ENST00000262975.8,ENSG00000101040.21,ZMYND8
ENSP00000335537.3,ENST00000352431.6,ENSG00000101040.21,ZMYND8
ENSP00000418210.1,ENST00000461685.5,ENSG00000101040.21,ZMYND8
ENSP00000443086.3,ENST00000540497.5,ENSG00000101040.21,ZMYND8
ENSP00000479806.2,ENST00000617418.4,ENSG00000101040.21,ZMYND8
ENSP00000413727.1,ENST00000435836.5,ENSG00000101040.21,ZMYND8
ENSP00000394379.1,ENST00000446894.5,ENSG00000101040.21,ZMYND8
ENSP00000393806.1,ENST00000441977.1,ENSG00000101040.21,ZMYND8
ENSP00000361066.3,ENST00000371998.8,ENSG00000124151.20,NCOA3
ENSP00000361073.1,ENST00000372004.7,ENSG00000124151.20,NCOA3
ENSP00000361065.3,ENST00000371997.3,ENSG00000124151.20,NCOA3
ENSP00000513575.1,ENST00000698128.1,ENSG00000196562.17,SULF2
ENSP00000353007.4,ENST00000359930.8,ENSG00000196562.17,SULF2
ENSP00000508753.1,ENST00000688720.1,ENSG00000196562.17,SULF2
ENSP00000418290.1,ENST00000484875.5,ENSG00000196562.17,SULF2
ENSP00000417894.1,ENST00000495544.5,ENSG00000196562.17,SULF2
ENSP00000418442.1,ENST00000467815.5,ENSG00000196562.17,SULF2
ENSP00000410026.1,ENST00000437955.1,ENSG00000196562.17,SULF2
ENSP00000434632.1,ENST00000482556.5,ENSG00000124126.15,PREX1
ENSP00000361009.3,ENST00000371941.4,ENSG00000124126.15,PREX1
ENSP00000481444.1,ENST00000620554.1,ENSG00000124126.15,PREX1
ENSP00000360985.4,ENST00000371917.5,ENSG00000124198.11,ARFGEF2
ENSP00000506363.1,ENST00000681399.1,ENSG00000124198.11,ARFGEF2
ENSP00000505042.1,ENST00000680871.1,ENSG00000124198.11,ARFGEF2
ENSP00000505638.1,ENST00000681656.1,ENSG00000124198.11,ARFGEF2
ENSP00000505972.1,ENST00000681021.1,ENSG00000124198.11,ARFGEF2
ENSP00000505737.1,ENST00000681885.1,ENSG00000124198.11,ARFGEF2
ENSP00000504888.1,ENST00000679436.1,ENSG00000124198.11,ARFGEF2
ENSP00000379495.3,ENST00000396192.7,ENSG00000124207.18,CSE1L
ENSP00000262982.2,ENST00000262982.3,ENSG00000124207.18,CSE1L
ENSP00000360922.2,ENST00000371856.7,ENSG00000124214.22,STAU1
ENSP00000360893.3,ENST00000371828.7,ENSG00000124214.22,STAU1
ENSP00000345425.6,ENST00000340954.11,ENSG00000124214.22,STAU1
ENSP00000323443.7,ENST00000347458.9,ENSG00000124214.22,STAU1
ENSP00000353604.4,ENST00000360426.8,ENSG00000124214.22,STAU1
ENSP00000360857.1,ENST00000371792.5,ENSG00000124214.22,STAU1
ENSP00000360867.1,ENST00000371802.5,ENSG00000124214.22,STAU1
ENSP00000416779.1,ENST00000437404.2,ENSG00000124214.22,STAU1
ENSP00000398785.2,ENST00000456866.2,ENSG00000124214.22,STAU1
ENSP00000482680.1,ENST00000618172.5,ENSG00000124228.16,DDX27
ENSP00000481808.1,ENST00000462328.2,ENSG00000124228.16,DDX27
ENSP00000483119.1,ENST00000493252.2,ENSG00000124228.16,DDX27
ENSP00000360819.4,ENST00000371754.8,ENSG00000124201.15,ZNFX1
ENSP00000360817.1,ENST00000371752.5,ENSG00000124201.15,ZNFX1
ENSP00000379412.1,ENST00000396105.6,ENSG00000124201.15,ZNFX1
ENSP00000360809.1,ENST00000371744.5,ENSG00000124201.15,ZNFX1
ENSP00000413800.1,ENST00000455070.1,ENSG00000124201.15,ZNFX1
ENSP00000489908.1,ENST00000635878.1,ENSG00000158445.10,KCNB1
ENSP00000489766.1,ENST00000637131.1,ENSG00000158445.10,KCNB1
ENSP00000360806.3,ENST00000371741.6,ENSG00000158445.10,KCNB1
ENSP00000489193.1,ENST00000635465.1,ENSG00000158445.10,KCNB1
ENSP00000244043.3,ENST00000244043.5,ENSG00000124212.7,PTGIS
ENSP00000360776.4,ENST00000371711.4,ENSG00000158470.6,B4GALT5
ENSP00000416418.1,ENST00000417961.5,ENSG00000197818.13,SLC9A8
ENSP00000354966.2,ENST00000361573.3,ENSG00000197818.13,SLC9A8
ENSP00000289431.5,ENST00000289431.10,ENSG00000158480.12,SPATA2
ENSP00000416799.1,ENST00000422556.1,ENSG00000158480.12,SPATA2
ENSP00000485136.1,ENST00000623528.3,ENSG00000124226.12,RNF114
ENSP00000485203.1,ENST00000622999.3,ENSG00000124226.12,RNF114
ENSP00000244061.2,ENST00000244061.6,ENSG00000124226.12,RNF114
ENSP00000485575.1,ENST00000623732.3,ENSG00000124226.12,RNF114
ENSP00000485239.1,ENST00000625177.3,ENSG00000124226.12,RNF114
ENSP00000485317.1,ENST00000622920.1,ENSG00000124226.12,RNF114
ENSP00000244050.2,ENST00000244050.3,ENSG00000124216.4,SNAI1
ENSP00000360720.5,ENST00000371657.9,ENSG00000244687.14,UBE2V1
ENSP00000360739.4,ENST00000371674.8,ENSG00000244687.14,UBE2V1
ENSP00000450635.2,ENST00000557021.5,ENSG00000244687.14,UBE2V1
ENSP00000484828.1,ENST00000617119.4,ENSG00000244687.14,UBE2V1
ENSP00000485599.1,ENST00000625172.3,ENSG00000244687.14,UBE2V1
ENSP00000340305.3,ENST00000340309.7,ENSG00000244687.14,UBE2V1
ENSP00000360742.3,ENST00000371677.7,ENSG00000244687.14,UBE2V1
ENSP00000407770.2,ENST00000415862.6,ENSG00000244687.14,UBE2V1
ENSP00000421351.1,ENST00000483534.5,ENSG00000244687.14,UBE2V1
ENSP00000344166.2,ENST00000341698.2,ENSG00000124208.16,PEDS1-UBE2V1
ENSP00000360715.4,ENST00000371652.9,ENSG00000240849.12,PEDS1
ENSP00000360713.5,ENST00000371650.9,ENSG00000240849.12,PEDS1
ENSP00000360719.2,ENST00000371656.3,ENSG00000240849.12,PEDS1
ENSP00000411045.2,ENST00000453505.6,ENSG00000240849.12,PEDS1
ENSP00000360721.3,ENST00000371658.3,ENSG00000240849.12,PEDS1
ENSP00000305422.3,ENST00000303004.5,ENSG00000172216.7,CEBPB
ENSP00000437732.1,ENST00000541713.5,ENSG00000196396.11,PTPN1
ENSP00000360683.3,ENST00000371621.5,ENSG00000196396.11,PTPN1
ENSP00000332663.3,ENST00000327979.8,ENSG00000042062.14,RIPOR3
ENSP00000045083.2,ENST00000045083.6,ENSG00000042062.14,RIPOR3
ENSP00000360672.2,ENST00000371610.7,ENSG00000124171.10,PARD6B
ENSP00000379354.1,ENST00000396039.1,ENSG00000124171.10,PARD6B
ENSP00000351642.5,ENST00000358791.9,ENSG00000124243.20,BCAS4
ENSP00000477167.1,ENST00000609336.5,ENSG00000124243.20,BCAS4
ENSP00000360669.3,ENST00000371608.8,ENSG00000124243.20,BCAS4
ENSP00000392594.2,ENST00000445038.5,ENSG00000124243.20,BCAS4
ENSP00000418559.2,ENST00000463943.1,ENSG00000124243.20,BCAS4
ENSP00000360662.2,ENST00000371602.9,ENSG00000101126.19,ADNP
ENSP00000483881.1,ENST00000621696.5,ENSG00000101126.19,ADNP
ENSP00000501294.1,ENST00000673732.1,ENSG00000101126.19,ADNP
ENSP00000493755.1,ENST00000644386.1,ENSG00000101126.19,ADNP
ENSP00000379346.3,ENST00000396029.8,ENSG00000101126.19,ADNP
ENSP00000379349.2,ENST00000396032.8,ENSG00000101126.19,ADNP
ENSP00000342905.3,ENST00000349014.8,ENSG00000101126.19,ADNP
ENSP00000495540.1,ENST00000645081.1,ENSG00000101126.19,ADNP
ENSP00000507119.1,ENST00000466152.5,ENSG00000000419.15,DPM1
ENSP00000360638.4,ENST00000371582.8,ENSG00000000419.15,DPM1
ENSP00000506986.1,ENST00000683048.1,ENSG00000000419.15,DPM1
ENSP00000360644.5,ENST00000371588.10,ENSG00000000419.15,DPM1
ENSP00000360640.5,ENST00000371584.9,ENSG00000000419.15,DPM1
ENSP00000507404.1,ENST00000683466.1,ENSG00000000419.15,DPM1
ENSP00000394921.1,ENST00000413082.1,ENSG00000000419.15,DPM1
ENSP00000244051.1,ENST00000244051.3,ENSG00000124217.5,MOCS3
ENSP00000360626.4,ENST00000371571.5,ENSG00000026559.15,KCNG1
ENSP00000394075.1,ENST00000439216.5,ENSG00000026559.15,KCNG1
ENSP00000394093.1,ENST00000424171.5,ENSG00000026559.15,KCNG1
ENSP00000408116.1,ENST00000433903.5,ENSG00000026559.15,KCNG1
ENSP00000396058.1,ENST00000447736.1,ENSG00000026559.15,KCNG1
ENSP00000379330.3,ENST00000396009.7,ENSG00000101096.21,NFATC2
ENSP00000360619.3,ENST00000371564.8,ENSG00000101096.21,NFATC2
ENSP00000477370.1,ENST00000609943.5,ENSG00000101096.21,NFATC2
ENSP00000477142.1,ENST00000610033.5,ENSG00000101096.21,NFATC2
ENSP00000396471.1,ENST00000414705.5,ENSG00000101096.21,NFATC2
ENSP00000477342.1,ENST00000609507.1,ENSG00000101096.21,NFATC2
ENSP00000309086.5,ENST00000311637.9,ENSG00000054793.15,ATP9A
ENSP00000342481.5,ENST00000338821.6,ENSG00000054793.15,ATP9A
ENSP00000217086.4,ENST00000217086.9,ENSG00000101115.13,SALL4
ENSP00000360594.3,ENST00000371539.7,ENSG00000101115.13,SALL4
ENSP00000379319.3,ENST00000395997.3,ENSG00000101115.13,SALL4
ENSP00000360573.2,ENST00000371518.6,ENSG00000020256.21,ZFP64
ENSP00000360578.4,ENST00000371523.8,ENSG00000020256.21,ZFP64
ENSP00000355179.2,ENST00000361387.6,ENSG00000020256.21,ZFP64
ENSP00000403424.1,ENST00000456175.5,ENSG00000020256.21,ZFP64
ENSP00000379312.3,ENST00000395989.7,ENSG00000020256.21,ZFP64
ENSP00000379303.1,ENST00000395979.1,ENSG00000020256.21,ZFP64
ENSP00000344615.4,ENST00000346617.8,ENSG00000020256.21,ZFP64
ENSP00000360570.4,ENST00000371515.8,ENSG00000020256.21,ZFP64
ENSP00000216923.4,ENST00000216923.5,ENSG00000020256.21,ZFP64
ENSP00000360552.3,ENST00000371497.10,ENSG00000182463.17,TSHZ2
ENSP00000475114.1,ENST00000603338.2,ENSG00000182463.17,TSHZ2
ENSP00000474159.2,ENST00000605656.2,ENSG00000182463.17,TSHZ2
ENSP00000487408.1,ENST00000626626.1,ENSG00000182463.17,TSHZ2
ENSP00000360526.2,ENST00000371471.7,ENSG00000171940.14,ZNF217
ENSP00000304308.3,ENST00000302342.3,ENSG00000171940.14,ZNF217
ENSP00000394010.1,ENST00000437222.1,ENSG00000171940.14,ZNF217
ENSP00000399672.1,ENST00000431687.5,ENSG00000171940.14,ZNF217
ENSP00000396361.1,ENST00000448484.5,ENSG00000064787.15,BCAS1
ENSP00000510480.1,ENST00000685429.1,ENSG00000064787.15,BCAS1
ENSP00000360490.2,ENST00000371435.6,ENSG00000064787.15,BCAS1
ENSP00000379290.3,ENST00000395961.7,ENSG00000064787.15,BCAS1
ENSP00000508731.1,ENST00000688948.1,ENSG00000064787.15,BCAS1
ENSP00000510030.1,ENST00000690125.1,ENSG00000064787.15,BCAS1
ENSP00000509228.1,ENST00000688711.1,ENSG00000064787.15,BCAS1
ENSP00000509069.1,ENST00000689476.1,ENSG00000064787.15,BCAS1
ENSP00000399936.2,ENST00000422805.2,ENSG00000064787.15,BCAS1
ENSP00000509740.1,ENST00000686565.1,ENSG00000064787.15,BCAS1
ENSP00000216862.3,ENST00000216862.8,ENSG00000019186.11,CYP24A1
ENSP00000379285.3,ENST00000395955.7,ENSG00000019186.11,CYP24A1
ENSP00000379284.3,ENST00000395954.3,ENSG00000019186.11,CYP24A1
ENSP00000360473.2,ENST00000371419.7,ENSG00000101132.12,PFDN4
ENSP00000432441.1,ENST00000441080.2,ENSG00000101132.12,PFDN4
ENSP00000262593.5,ENST00000262593.10,ENSG00000101134.13,DOK5
ENSP00000379270.1,ENST00000395939.5,ENSG00000101134.13,DOK5
ENSP00000064571.2,ENST00000064571.3,ENSG00000054803.4,CBLN4
ENSP00000243911.2,ENST00000243911.2,ENSG00000124089.4,MC3R
ENSP00000360437.3,ENST00000371384.4,ENSG00000124098.10,FAM210B
ENSP00000389768.1,ENST00000437418.1,ENSG00000124098.10,FAM210B
ENSP00000379250.1,ENST00000395914.5,ENSG00000087586.19,AURKA
ENSP00000360407.2,ENST00000371356.6,ENSG00000087586.19,AURKA
ENSP00000216911.2,ENST00000347343.6,ENSG00000087586.19,AURKA
ENSP00000379247.1,ENST00000395911.5,ENSG00000087586.19,AURKA
ENSP00000379251.3,ENST00000395915.8,ENSG00000087586.19,AURKA
ENSP00000321591.6,ENST00000312783.10,ENSG00000087586.19,AURKA
ENSP00000379249.3,ENST00000395913.7,ENSG00000087586.19,AURKA
ENSP00000379243.1,ENST00000395907.5,ENSG00000087586.19,AURKA
ENSP00000393452.1,ENST00000441357.5,ENSG00000087586.19,AURKA
ENSP00000388073.1,ENST00000420474.5,ENSG00000087586.19,AURKA
ENSP00000405042.1,ENST00000422322.5,ENSG00000087586.19,AURKA
ENSP00000405170.1,ENST00000456249.5,ENSG00000087586.19,AURKA
ENSP00000401358.1,ENST00000451915.1,ENSG00000087586.19,AURKA
ENSP00000387968.1,ENST00000415828.5,ENSG00000101138.13,CSTF1
ENSP00000405171.1,ENST00000428552.1,ENSG00000101138.13,CSTF1
ENSP00000217109.4,ENST00000217109.9,ENSG00000101138.13,CSTF1
ENSP00000409035.1,ENST00000452950.1,ENSG00000101138.13,CSTF1
ENSP00000477958.1,ENST00000493039.5,ENSG00000101138.13,CSTF1
ENSP00000479273.1,ENST00000490539.1,ENSG00000101138.13,CSTF1
ENSP00000353462.3,ENST00000360314.7,ENSG00000087589.18,CASS4
ENSP00000506506.1,ENST00000679887.1,ENSG00000087589.18,CASS4
ENSP00000410027.1,ENST00000434344.2,ENSG00000087589.18,CASS4
ENSP00000505834.1,ENST00000679529.1,ENSG00000087589.18,CASS4
ENSP00000023939.5,ENST00000023939.8,ENSG00000022277.14,RTF2
ENSP00000379220.3,ENST00000395881.7,ENSG00000022277.14,RTF2
ENSP00000349906.6,ENST00000357348.10,ENSG00000022277.14,RTF2
ENSP00000400322.1,ENST00000449062.1,ENSG00000022277.14,RTF2
ENSP00000243913.4,ENST00000243913.8,ENSG00000124091.10,GCNT7
ENSP00000360379.4,ENST00000371328.5,ENSG00000124103.10,FAM209A
ENSP00000360376.1,ENST00000371325.1,ENSG00000213714.1,FAM209B
ENSP00000201031.2,ENST00000201031.3,ENSG00000087510.8,TFAP2C
ENSP00000390857.1,ENST00000416606.1,ENSG00000087510.8,TFAP2C
ENSP00000379204.3,ENST00000395863.8,ENSG00000101144.13,BMP7
ENSP00000379205.3,ENST00000395864.7,ENSG00000101144.13,BMP7
ENSP00000398687.2,ENST00000450594.6,ENSG00000101144.13,BMP7
ENSP00000390814.1,ENST00000433911.1,ENSG00000101144.13,BMP7
ENSP00000360310.3,ENST00000371263.8,ENSG00000054796.13,SPO11
ENSP00000316034.4,ENST00000345868.8,ENSG00000054796.13,SPO11
ENSP00000360307.4,ENST00000371260.8,ENSG00000054796.13,SPO11
ENSP00000413185.1,ENST00000418127.5,ENSG00000054796.13,SPO11
ENSP00000431842.1,ENST00000494972.1,ENSG00000054796.13,SPO11
ENSP00000360286.2,ENST00000371242.6,ENSG00000101146.14,RAE1
ENSP00000432609.1,ENST00000527947.5,ENSG00000101146.14,RAE1
ENSP00000379182.2,ENST00000395841.7,ENSG00000101146.14,RAE1
ENSP00000432698.1,ENST00000492498.5,ENSG00000101146.14,RAE1
ENSP00000392097.1,ENST00000411894.5,ENSG00000101146.14,RAE1
ENSP00000393264.1,ENST00000429339.5,ENSG00000101146.14,RAE1
ENSP00000379181.2,ENST00000395840.6,ENSG00000101146.14,RAE1
ENSP00000402924.1,ENST00000452119.1,ENSG00000101146.14,RAE1
ENSP00000348538.5,ENST00000356208.10,ENSG00000132819.17,RBM38
ENSP00000407848.2,ENST00000440234.6,ENSG00000132819.17,RBM38
ENSP00000343718.4,ENST00000342690.4,ENSG00000132819.17,RBM38
ENSP00000345248.6,ENST00000344785.10,ENSG00000132819.17,RBM38
ENSP00000360263.2,ENST00000371219.2,ENSG00000132819.17,RBM38
ENSP00000508468.1,ENST00000522557.2,ENSG00000124097.8,HMGB1P1
ENSP00000415579.2,ENST00000423479.7,ENSG00000124092.14,CTCFL
ENSP00000476783.1,ENST00000608263.5,ENSG00000124092.14,CTCFL
ENSP00000415329.2,ENST00000429804.7,ENSG00000124092.14,CTCFL
ENSP00000476398.1,ENST00000609232.5,ENSG00000124092.14,CTCFL
ENSP00000243914.3,ENST00000243914.8,ENSG00000124092.14,CTCFL
ENSP00000360239.2,ENST00000371196.6,ENSG00000124092.14,CTCFL
ENSP00000477488.1,ENST00000608440.5,ENSG00000124092.14,CTCFL
ENSP00000413713.2,ENST00000422109.6,ENSG00000124092.14,CTCFL
ENSP00000403369.2,ENST00000426658.6,ENSG00000124092.14,CTCFL
ENSP00000392034.3,ENST00000433949.7,ENSG00000124092.14,CTCFL
ENSP00000437999.1,ENST00000502686.6,ENSG00000124092.14,CTCFL
ENSP00000409344.2,ENST00000432255.6,ENSG00000124092.14,CTCFL
ENSP00000439998.1,ENST00000539382.5,ENSG00000124092.14,CTCFL
ENSP00000476718.1,ENST00000608903.5,ENSG00000124092.14,CTCFL
ENSP00000399061.2,ENST00000422869.6,ENSG00000124092.14,CTCFL
ENSP00000476458.1,ENST00000608425.5,ENSG00000124092.14,CTCFL
ENSP00000477412.1,ENST00000608720.5,ENSG00000124092.14,CTCFL
ENSP00000477165.1,ENST00000608158.5,ENSG00000124092.14,CTCFL
ENSP00000476577.1,ENST00000481655.2,ENSG00000124092.14,CTCFL
ENSP00000319814.4,ENST00000319441.6,ENSG00000124253.12,PCK1
ENSP00000379167.3,ENST00000395822.7,ENSG00000124256.16,ZBP1
ENSP00000360215.3,ENST00000371173.8,ENSG00000124256.16,ZBP1
ENSP00000404620.1,ENST00000453793.1,ENSG00000124256.16,ZBP1
ENSP00000440552.1,ENST00000541799.1,ENSG00000124256.16,ZBP1
ENSP00000379161.3,ENST00000395816.7,ENSG00000124225.16,PMEPA1
ENSP00000344014.4,ENST00000347215.8,ENSG00000124225.16,PMEPA1
ENSP00000265626.4,ENST00000265626.8,ENSG00000124225.16,PMEPA1
ENSP00000345826.3,ENST00000341744.8,ENSG00000124225.16,PMEPA1
ENSP00000379159.1,ENST00000395814.5,ENSG00000124225.16,PMEPA1
ENSP00000401506.1,ENST00000414037.5,ENSG00000124225.16,PMEPA1
ENSP00000379164.3,ENST00000395819.3,ENSG00000124225.16,PMEPA1
ENSP00000360210.3,ENST00000371168.4,ENSG00000124237.6,CIMIP1
ENSP00000396747.1,ENST00000457363.2,ENSG00000124227.6,ANKRD60
ENSP00000244040.3,ENST00000244040.4,ENSG00000124209.5,RAB22A
ENSP00000417175.1,ENST00000475243.6,ENSG00000124164.17,VAPB
ENSP00000379147.3,ENST00000395802.7,ENSG00000124164.17,VAPB
ENSP00000430426.1,ENST00000520497.1,ENSG00000124164.17,VAPB
ENSP00000360191.3,ENST00000371149.8,ENSG00000198768.12,APCDD1L
ENSP00000396856.1,ENST00000425773.1,ENSG00000198768.12,APCDD1L
ENSP00000388348.1,ENST00000458280.5,ENSG00000124222.24,STX16
ENSP00000348229.5,ENST00000355957.9,ENSG00000124222.24,STX16
ENSP00000312086.8,ENST00000312283.12,ENSG00000124222.24,STX16
ENSP00000416852.1,ENST00000412911.5,ENSG00000124222.24,STX16
ENSP00000435118.1,ENST00000460655.5,ENSG00000124222.24,STX16
ENSP00000352634.4,ENST00000359617.8,ENSG00000124222.24,STX16
ENSP00000360183.4,ENST00000371141.8,ENSG00000124222.24,STX16
ENSP00000437209.1,ENST00000476384.5,ENSG00000124222.24,STX16
ENSP00000432823.1,ENST00000483434.5,ENSG00000124222.24,STX16
ENSP00000360173.4,ENST00000371132.8,ENSG00000124222.24,STX16
ENSP00000434369.1,ENST00000467096.5,ENSG00000124222.24,STX16
ENSP00000350723.4,ENST00000358029.8,ENSG00000124222.24,STX16
ENSP00000432414.1,ENST00000464640.5,ENSG00000124222.24,STX16
ENSP00000436667.1,ENST00000493301.5,ENSG00000124222.24,STX16
ENSP00000401801.1,ENST00000438253.1,ENSG00000124222.24,STX16
ENSP00000457522.1,ENST00000530122.1,ENSG00000254995.4,STX16-NPEPL1
ENSP00000434810.1,ENST00000525967.5,ENSG00000215440.13,NPEPL1
ENSP00000437112.1,ENST00000525817.5,ENSG00000215440.13,NPEPL1
ENSP00000348395.6,ENST00000356091.11,ENSG00000215440.13,NPEPL1
ENSP00000436265.1,ENST00000533788.1,ENSG00000215440.13,NPEPL1
ENSP00000323571.7,ENST00000313949.11,ENSG00000087460.29,GNAS
ENSP00000360139.2,ENST00000371098.6,ENSG00000087460.29,GNAS
ENSP00000360115.3,ENST00000371075.7,ENSG00000087460.29,GNAS
ENSP00000416234.2,ENST00000419558.7,ENSG00000087460.29,GNAS
ENSP00000499380.1,ENST00000657090.1,ENSG00000087460.29,GNAS
ENSP00000392000.2,ENST00000453292.7,ENSG00000087460.29,GNAS
ENSP00000304472.12,ENST00000306090.12,ENSG00000087460.29,GNAS
ENSP00000499272.1,ENST00000491348.5,ENSG00000087460.29,GNAS
ENSP00000499673.2,ENST00000472183.6,ENSG00000087460.29,GNAS
ENSP00000499758.2,ENST00000462499.6,ENSG00000087460.29,GNAS
ENSP00000499794.2,ENST00000482112.6,ENSG00000087460.29,GNAS
ENSP00000499353.2,ENST00000663479.2,ENSG00000087460.29,GNAS
ENSP00000499376.1,ENST00000493744.5,ENSG00000087460.29,GNAS
ENSP00000499681.2,ENST00000467227.6,ENSG00000087460.29,GNAS
ENSP00000499644.2,ENST00000481768.6,ENSG00000087460.29,GNAS
ENSP00000504675.2,ENST00000676826.2,ENSG00000087460.29,GNAS
ENSP00000360141.3,ENST00000371100.9,ENSG00000087460.29,GNAS
ENSP00000302237.4,ENST00000306120.4,ENSG00000087460.29,GNAS
ENSP00000360143.4,ENST00000371102.8,ENSG00000087460.29,GNAS
ENSP00000499607.2,ENST00000464624.7,ENSG00000087460.29,GNAS
ENSP00000412356.2,ENST00000423897.7,ENSG00000087460.29,GNAS
ENSP00000265621.6,ENST00000349036.9,ENSG00000087460.29,GNAS
ENSP00000499613.1,ENST00000464960.5,ENSG00000087460.29,GNAS
ENSP00000499332.2,ENST00000488546.6,ENSG00000087460.29,GNAS
ENSP00000499293.2,ENST00000667293.2,ENSG00000087460.29,GNAS
ENSP00000499767.2,ENST00000481039.6,ENSG00000087460.29,GNAS
ENSP00000499523.2,ENST00000467321.6,ENSG00000087460.29,GNAS
ENSP00000499660.1,ENST00000477931.5,ENSG00000087460.29,GNAS
ENSP00000499334.2,ENST00000485673.6,ENSG00000087460.29,GNAS
ENSP00000499552.2,ENST00000470512.6,ENSG00000087460.29,GNAS
ENSP00000499239.2,ENST00000464788.6,ENSG00000087460.29,GNAS
ENSP00000499654.2,ENST00000469431.6,ENSG00000087460.29,GNAS
ENSP00000499762.2,ENST00000478585.6,ENSG00000087460.29,GNAS
ENSP00000474219.2,ENST00000604005.6,ENSG00000087460.29,GNAS
ENSP00000499392.1,ENST00000480975.5,ENSG00000087460.29,GNAS
ENSP00000499545.2,ENST00000480232.6,ENSG00000087460.29,GNAS
ENSP00000499259.1,ENST00000484504.5,ENSG00000087460.29,GNAS
ENSP00000499274.1,ENST00000461152.6,ENSG00000087460.29,GNAS
ENSP00000506815.1,ENST00000683015.1,ENSG00000087460.29,GNAS
